[05:49:17:483]  PCM Hammer 021
[05:56:00:502]  Empty response to STPX with data. OK.
[05:56:00:503]  Setting timeout for SendKernel, 50 ms.
[05:56:00:504]  TX: STPTO 50
[05:56:00:512]  OK
[05:56:00:566]  TX: STPX H:6D10F0, R:1, L:1033
[05:56:00:597]  TX: 36800400FF80004FEFFFE8007C07004EB900FF8BDC203C00FFF606204042104EB900FF8984203C00FFF60C204010BC0003203C00FFF60D204042104EB900FF8C864EB900FF8C0E4EB900FF8BDC42A74EB900FF9568588F487800044878000348780002487800014EB900FF9140508F508F4EB900FF8C5442AF00142F7C000009C4000C202F001490AF000C220052812F410008202F001490AF000C2F40001052AF00144EB900FF8BDC50EF000350EF0002200F54802F00200F5E802F004EB900FF8F3C508F2F4000044AAF00046632202F0010D0AF000CB0AF001464224878007748780066487800734878006E4EB900FF9140508F508F2F6F0014001060626060102F000349C07230C0814A8067026050102F00020C000001672C102F000242811200102F000210000280000000FF2F012F00487800BB487800BB4EB900FF9140508F508F601A2F6F001400082F6F00140010202F00142F004EB900FF87A2588F6000FF3C0000518F2F02226F0010206F0014222F0018202F001C34091F42000A34081F4200081F4100061F40000413FC006C00FF9ED613FCFFF000FF9ED713FC001000FF9ED84A2F000A672213FC007D00FF9ED913EF000800FF9EDA13EF000600FF9EDB13EF000400FF9EDC602813FC007F00FF9ED913FC003D00FF9EDA13EF000800FF9EDB13EF000600FF9EDC13EF000400FF9EDD4A2F000A6704700760027008487800052F00487900FF9ED64EB900FF8D8C508F588F241F508F4E754EB900FF8BDC4EB900FF996E23C000FF9ED24EB900FF8BDC203900FF9ED2424048400C8000000089670C4EB900FF9BC423C000FF9ED24EB900FF8BDC487800014EB900FF8C74588F13FC006C00FF9ED613FCFFF000FF9ED713FC001000FF9ED813FC007D00FF9ED913FC000100FF9EDA203900FF9ED27218E2A8100013C000FF9EDB203900FF9ED242404840100013C000FF9EDC203900FF9ED2E088100013C000FF9EDD203900FF9ED2100013C000FF9EDE4878000548780009487900FF9ED64EB900FF8D8C508F588F4E754FEFFFE8103900FF9EDB10000280000000FF220048414241103900FF9EDC10000280000000FFE188D280103900FF9EDD10000280000000FFD0812F400012103900FF9EDE10000280000000FF220048414241103900FF9EDF10000280000000FFE188D280103900FF9EE010000280000000FFD0812F40000E2F6F000E000A2F6F001200062F2F00062F2F000E4EB900FF8AA4508F4A8066181F7C000100172F2F00062F2F000E4EB900FF8AF2508F600C1F7C000200174EB900FF8B184EB900FF8C642F2F00062F2F000E4EB900FF8AC8508F4A80670000E84EB900FF8B102F40000213FC006C00FF9ED613FCFFF000FF9ED713FC001000FF9ED813FC007D00FF9ED913FC000200FF9EDA203900FFB356484048C0100013C000FF9EDB6FB0
[05:56:01:666]  RX: 6D F0 10 76 00 73
[05:56:01:670]  Found response, Success
[05:56:01:671]  Kernel upload 100% complete.
[05:56:01:690]  TX: STPX H:6C10F0, R:1, D:3D00
[05:56:02:813]  Timeout during receive.
[05:56:02:933]  TX: STPX H:6C10F0, R:1, D:3D00
[05:56:02:993]  RX: 6C F0 10 7D 00 01 03 05 01
[05:56:02:997]  Kernel Version: 01030501
[05:56:03:014]  kernel uploaded to PCM succesfully. Requesting data...
[05:56:03:020]  Sending 'test device present' notification.
[05:56:03:021]  Setting timeout for Minimum, 0 ms.
[05:56:03:021]  TX: STPTO 0
[05:56:03:051]  OK
[05:56:03:052]  TX: STPX H:8CFEF0, R:0, D:3F
[05:56:03:065]  Empty response to STPX with data. OK.
[05:56:03:066]  Setting timeout for SendKernel, 50 ms.
[05:56:03:066]  TX: STPTO 50
[05:56:03:073]  OK
[05:56:03:077]  Setting timeout for ReadProperty, 25 ms.
[05:56:03:078]  TX: STPTO 25
[05:56:03:086]  OK
[05:56:03:087]  TX: STPX H:6C10F0, R:1, D:3D01
[05:56:03:114]  RX: 6C F0 10 7D 01 00 89 44 71
[05:56:03:115]  Flash chip: Intel 28F400B, 512kb
[05:56:03:131]  Setting timeout for ReadMemoryBlock, 250 ms.
[05:56:03:132]  TX: STPTO 250
[05:56:03:163]  OK
[05:56:03:166]  Sending 'test device present' notification.
[05:56:03:168]  Setting timeout for Minimum, 0 ms.
[05:56:03:169]  TX: STPTO 0
[05:56:03:178]  OK
[05:56:03:179]  TX: STPX H:8CFEF0, R:0, D:3F
[05:56:03:184]  Empty response to STPX with data. OK.
[05:56:03:194]  Setting timeout for ReadMemoryBlock, 250 ms.
[05:56:03:195]  TX: STPTO 250
[05:56:03:201]  OK
[05:56:03:205]  Reading from 0 / 0x0, length 1024 / 0x400
[05:56:03:208]  TX: STPX H:6D10F0, R:1, D:35010400000000
[05:56:04:362]  RX: 6D F0 10 36 01 04 00 00 00 00 00 FF CE 00 00 00 04 40 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 90 00 00 00 00 00 00 00 00 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 05 92 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 05 64 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 05 7C 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 02 00 00 06 9A 00 00 06 9A 00 00 05 DE 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 05 CC 00 00 06 9A 00 00 05 A8 00 00 05 BA 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 05 F0 00 00 05 F0 00 00 05 F0 00 00 05 F0 00 00 05 F0 00 00 05 F0 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A 00 00 06 9A A1 33
[05:56:04:363]  Processing message
[05:56:04:376]  Sending 'test device present' notification.
[05:56:04:378]  Setting timeout for Minimum, 0 ms.
[05:56:04:379]  TX: STPTO 0
[05:56:04:436]  OK
[05:56:04:439]  TX: STPX H:8CFEF0, R:0, D:3F
[05:56:04:452]  Empty response to STPX with data. OK.
[05:56:04:455]  Setting timeout for ReadMemoryBlock, 250 ms.
[05:56:04:458]  TX: STPTO 250
[05:56:04:467]  OK
[05:56:04:470]  Reading from 1024 / 0x400, length 1024 / 0x400
[05:56:04:472]  TX: STPX H:6D10F0, R:1, D:35010400000400
[05:56:05:572]  RX: 6D F0 10 36 01 04 00 00 04 00 00 00 15 5E 00 00 15 6C 00 07 C5 B4 00 04 5D 04 00 07 CE F6 00 07 CE 02 00 24 00 26 00 3E 01 30 01 32 01 34 01 40 01 42 01 44 01 50 01 58 01 5A 01 5C 76 78 7A 7C 88 8A 8C 30 22 14 24 20 16 26 9D CE 20 3C FF FF C0 00 E0 80 31 C0 FB 04 20 3C FF FF 80 00 21 C0 FB 44 20 3C FF FF 90 00 21 C0 FB 84 20 3C FF FF A0 00 21 C0 FA 84 20 3C FF FF B0 00 21 C0 FA C4 20 3C 00 00 02 00 31 C0 FB 40 31 C0 FB 80 31 C0 FA 80 31 C0 FA C0 20 7C 00 00 00 00 4E 7B 88 01 22 3C FF FF C0 00 1D B8 04 F3 19 90 1D B8 04 F4 19 90 4E B9 00 00 12 E4 2E 7C 00 FF CE 00 4E B9 00 00 0E 36 4E B9 00 02 82 C0 4A 79 00 00 16 38 67 06 4E B9 00 00 1E 78 24 79 00 00 16 34 4E 92 4E 72 27 00 00 FF 9D 76 00 FF 9D 7A 00 FF 9D 7E 00 FF 9D 82 00 FF 9D 86 00 FF 9D 8A 03 1D 00 08 2C 6F 34 3F 58 DE 68 7E 0C 80 0B A1 00 01 00 BA 8A 32 42 46 00 00 00 00 00 00 00 07 FF FD 00 00 80 00 00 01 3F FF 00 01 40 00 00 01 6D FF 00 01 6E 00 00 01 BD FF 00 01 BE 00 00 01 C7 FF 00 01 C8 00 00 01 E5 1F 00 01 E5 20 00 01 EE 9F 00 01 EE A0 00 01 EF 9F 2F 0E 3F 3C 00 01 20 8F 2E 51 4A 5F 67 04 2C 5F 4E 75 4C DF 7F FF 4E 73 00 7C 07 00 3F 3C 00 01 20 8F 2E 51 4A 5F 66 00 00 06 4C DF 7F FF 4E 73 00 7C 07 00 48 E7 FF FE 42 67 20 7C 00 02 A1 76 4E F9 00 00 06 12 00 7C 07 00 48 E7 FF FE 42 67 20 7C 00 02 A0 D4 4E F9 00 00 06 12 00 7C 07 00 48 E7 FF FE 42 67 20 7C 00 02 A1 B0 60 58 00 7C 07 00 48 E7 FF FE 42 67 20 7C 00 02 A1 A8 60 46 00 7C 07 00 48 E7 FF FE 42 67 20 7C 00 02 A1 C6 60 34 00 7C 07 00 48 E7 FF FE 42 67 20 7C 00 02 A1 CE 60 22 00 7C 07 00 48 E7 FF FE 42 67 20 7C 00 02 A1 D6 60 10 00 7C 07 00 48 E7 FF FE 42 67 20 7C 00 02 A1 68 4A 38 BF F0 67 16 36 38 E1 E4 42 38 BF F0 52 38 BF F1 38 38 BF EE 96 44 D7 78 BF EC 32 2F 00 3E 22 78 B0 DC 4A 89 67 14 23 4F 00 04 2E 78 B0 E0 02 41 07 00 66 00 00 06 42 B8 B0 DC 4E 90 22 78 B0 DC 4A 89 67 00 00 0A 21 CF B0 E0 2E 69 00 04 4A 5F 67 04 2C 5F 4E 75 4C DF 7F FF 4E 73 00 02 A1 76 00 02 A1 D6 00 02 A1 A8 00 02 A1 B0 00 02 A0 D4 00 02 A1 CE 00 02 A1 68 00 02 A1 C6 00 7C 07 00 00 57 00 02 4E 73 4E 72 27 00 4E 70 4E F9 00 00 04 40 48 E7 40 80 12 00 10 38 BE 8B 0C 00 00 01 62 22 67 08 11 FC 00 01 BE 8B 60 22 10 38 BE 8A 20 7C 00 00 07 DB 4E B9 00 00 07 8A 11 FC 00 02 BE 8B 60 0A 10 38 BE 8A 4E B9 00 00 07 A8 11 C1 BE 8A 4C DF 01 02 4E 75 40 E7 00 7C 07 00 11 F9 00 00 0D EC F6 06 46 DF 4E 75 40 E7 00 7C 07 00 2F 00 10 39 00 00 07 DE 4E B9 00 00 07 68 70 01 4E B9 00 00 15 5E 4E B9 00 00 15 5E 52 00 0C 00 00 05 63 EC 20 1F 46 DF 4E 75 40 E7 00 7C 07 00 11 F8 F6 0E BE 92 46 DF 4E 75 40 E7 00 7C 07 00 31 F8 F6 0E BE 92 46 DF 4E 75 40 E7 00 7C 07 00 2F 00 10 39 00 00 07 DF 4E B9 00 00 07 68 20 1F 46 DF 4E 75 4E 56 FF FE 1F 00 40 E7 00 7C 07 00 1D 6E FF FC FF FE 42 2E FF FF 31 EE FF FE F6 0C 46 DF 4E 5E 4E 75 4E 56 FF FE 40 E7 00 7C 07 00 1D 50 FF FE 1D 40 FF FF 31 EE FF FE F6 0C 46 DF 4E 5E 4E 75 40 E7 00 7C 07 00 11 C0 F6 0D 46 DF 4E 75 40 E7 00 7C 07 00 48 E7 C0 00 31 F9 00 00 0D EA F6 00 72 01 70 38 4E B9 00 00 0F 58 4C DF 00 03 46 DF 4E 75 0C 14 E0 1C 03 E0 40 FF 40 E7 00 7C 07 00 48 E7 80 80 4E B9 00 00 0E 16 4A 00 66 0C 4E B9 00 06 EA 56 4E B9 00 00 69 C6
[05:56:05:573]  Processing message
[05:56:05:584]  Sending 'test device present' notification.
[05:56:05:584]  Setting timeout for Minimum, 0 ms.
[05:56:05:585]  TX: STPTO 0
[05:56:05:615]  OK
[05:56:05:616]  TX: STPX H:8CFEF0, R:0, D:3F
[05:56:05:628]  Empty response to STPX with data. OK.
[05:56:05:629]  Setting timeout for ReadMemoryBlock, 250 ms.
[05:56:05:630]  TX: STPTO 250
[05:56:05:638]  OK
[05:56:05:639]  Reading from 2048 / 0x800, length 1024 / 0x400
[05:56:05:640]  TX: STPX H:6D10F0, R:1, D:35010400000800
[05:56:06:716]  RX: 6D F0 10 36 01 04 00 00 08 00 0D F0 20 79 00 00 1B FA 53 88 4E B9 00 00 0F 50 4E B9 00 00 06 EC 4E B9 00 00 08 24 4C DF 01 01 46 DF 4E 75 4E 56 FF F2 40 E7 00 7C 07 00 48 E7 E3 C0 42 02 42 01 2C 01 1D 46 FF F2 4E B9 00 00 12 C0 2C 00 4E B9 00 00 0E 16 1D 40 FF F3 4E B9 00 00 15 5E 10 2E FF F3 66 06 4E B9 00 00 15 6C 0C 02 00 01 62 6A 67 44 4A 00 66 04 74 03 60 60 74 01 4E B9 00 00 12 C0 04 80 00 01 01 4A 2E 00 1D 7C 00 6C FF F4 1D 7C 00 F0 FF F5 1D 7C 00 10 FF F6 1D 7C 00 A2 FF F7 20 02 B0 2E FF F3 66 06 1D 40 FF F8 60 2A 42 2E FF F8 60 24 4E B9 00 00 12 C0 90 87 0C 80 00 00 33 68 6F 14 4E B9 00 00 12 C0 2E 00 70 05 41 EE FF F4 4E B9 00 00 0D 4E 4E B9 00 00 07 2E 08 38 00 03 BE 92 56 C3 44 03 B6 38 BE 8E 67 04 11 C3 BE 8E 4A 38 BE 8E 67 06 4E B9 00 00 07 4E 16 38 BE 92 EA 0B 56 C3 44 03 67 00 00 FA 4E B9 00 00 07 3E 42 04 16 38 BE 92 EA 0B 0C 03 00 05 67 0C 0C 03 00 06 67 06 0C 03 00 07 66 02 52 04 26 04 4A 03 67 3E 11 F8 BE 93 BE 94 08 38 00 07 BE 94 67 2C 18 38 BE 94 70 03 C8 00 B0 04 66 20 4A 38 BE 8D 66 1A 32 7C 00 A0 31 C9 A6 AC 31 F8 B0 40 A6 AA 42 38 BE 90 11 FC 00 01 BE 8C 60 04 42 38 BE 8C 4A 03 67 50 4E B9 00 00 12 C0 2C 00 4A 01 67 00 00 82 11 C1 BE 7C 78 01 1D 44 FF F2 B8 02 66 72 08 38 00 02 BE 7D 67 6A 16 38 BE 80 0C 03 00 27 67 1E 0C 03 00 28 67 18 0C 03 00 34 67 12 0C 03 00 36 67 0C 0C 03 00 A0 67 06 0C 03 00 A1 66 42 74 02 60 3E 52 01 42 85 1A 01 1F B8 BE 93 51 A0 BE 7C 0C 01 00 0A 65 2A 08 38 00 02 BE 7D 67 1A 16 38 BE 80 0C 03 00 36 67 06 0C 03 00 34 66 0A 76 01 1D 43 FF F2 B6 02 60 C4 4E B9 00 00 06 FE 42 01 4E B9 00 00 12 C0 90 86 0C 80 00 05 05 29 6F 06 4E B9 00 00 06 9A 16 2E FF F2 67 00 FE 36 4E B9 00 00 12 C0 2C 00 4E B9 00 00 0A 7E 60 00 FE 0A 40 E7 00 7C 07 00 4E B9 00 00 15 5E 4E B9 00 00 15 6C 4E B9 00 00 07 2E 08 38 00 03 BE 92 56 C3 44 03 B6 38 BE 8E 67 04 11 C3 BE 8E 4A 38 BE 8E 67 06 4E B9 00 00 07 4E 16 38 BE 92 EA 0B 56 C3 44 03 67 C2 4E B9 00 00 07 3E 10 38 BE 93 46 DF 4E 75 4E 56 FF EA 40 E7 00 7C 07 00 48 E7 E2 C0 16 38 BE 7E 74 10 B4 03 67 08 0C 03 00 FE 66 00 02 A8 16 38 BE 80 0C 03 00 36 66 00 01 C4 42 6E FF FE 76 05 42 86 1C 03 42 41 12 30 61 A0 BE 7C D2 6E FF FE 3D 41 FF FE 52 03 0C 03 00 0A 63 E4 42 43 16 38 BE 83 42 41 12 38 BE 82 E1 41 D2 43 42 83 16 38 BE 85 E1 43 02 83 00 00 FF FF 42 86 1C 38 BE 84 E1 86 E1 86 DC 83 42 83 16 38 BE 86 DC 83 2D 46 FF EA 2D 46 FF FA 60 2C 4E B9 00 00 0A 2C 22 6E FF EA 12 80 02 40 00 FF D0 6E FF FE 3D 40 FF FE 52 89 2D 49 FF EA 53 41 4E B9 00 00 15 5E 4E B9 00 00 15 6C 4A 41 66 D0 4E B9 00 00 0A 2C 11 C0 BE 87 4E B9 00 00 0A 2C 11 C0 BE 88 02 40 00 FF 42 41 12 38 BE 87 E1 41 D2 40 30 01 1D 78 BE 7D FF EE 1D 78 BE 7F FF EF 1D 42 FF F0 1D 7C 00 76 FF F1 42 2E FF F2 4E B9 00 00 15 5E 4E B9 00 00 15 6C 4E B9 00 00 07 3E 08 38 00 03 BE 92 56 C3 44 03 B6 38 BE 8E 67 04 11 C3 BE 8E 4A 38 BE 8E 67 06 4E B9 00 00 07 4E 42 04 16 38 BE 92 EA 0B 0C 03 00 05 67 0C 0C 03 00 06 67 06 0C 03 00 07 66 02 52 04 26 04 4A 03 67 3C 11 F8 BE 93 BE 94 08 38 00 07 BE 94 67 2A 18 38 BE 94 72 03 C8 01 B2 04 66 1E 4A 38 BE 8D 66 18 31 FC 00 A0 A6 AC 31 F8 B0 40 A6 AA 42 38 BE 90 11 FC 00 01 BE 8C 60 CC
[05:56:06:717]  Processing message
[05:56:06:730]  Sending 'test device present' notification.
[05:56:06:730]  Setting timeout for Minimum, 0 ms.
[05:56:06:731]  TX: STPTO 0
[05:56:06:775]  OK
[05:56:06:777]  TX: STPX H:8CFEF0, R:0, D:3F
[05:56:06:781]  Empty response to STPX with data. OK.
[05:56:06:793]  Setting timeout for ReadMemoryBlock, 250 ms.
[05:56:06:795]  TX: STPTO 250
[05:56:06:803]  OK
[05:56:06:805]  Reading from 3072 / 0xC00, length 1024 / 0x400
[05:56:06:807]  TX: STPX H:6D10F0, R:1, D:35010400000C00
[05:56:07:922]  RX: 6D F0 10 36 01 04 00 00 0C 00 60 04 42 38 BE 8C 4A 03 67 00 FF 6C 08 38 00 07 BE 94 67 1A 1D 7C 00 72 FF F3 70 06 41 EE FF EE 4E B9 00 00 0D 4E 4E B9 00 00 06 9A 60 20 B0 6E FF FE 67 08 1D 7C 00 77 FF F3 60 DE 72 73 1D 41 FF F3 70 06 41 EE FF EE 4E B9 00 00 0D 4E 0C 38 00 80 BE 81 66 00 00 EE B2 2E FF F3 66 00 00 E6 45 EE FF FA 24 52 4E 92 60 00 00 DA 0C 03 00 A0 66 22 1D 78 BE 7D FF EE 1D 78 BE 7F FF EF 1D 42 FF F0 1D 7C 00 E0 FF F1 1D 7C 00 AA FF F2 70 05 60 00 00 A8 0C 03 00 A1 66 14 42 38 BE 8C 4E B9 00 00 07 B6 11 FC 00 01 BE 90 60 00 00 98 0C 03 00 28 66 1C 1D 78 BE 7D FF EE 1D 78 BE 7F FF EF 1D 42 FF F0 1D 7C 00 68 FF F1 42 2E FF F2 60 BE 0C 03 00 27 66 3C 1D 78 BE 7D FF EE 1D 78 BE 7F FF EF 1D 42 FF F0 1D 7C 00 67 FF F1 72 01 B2 38 BE 81 66 10 1D 41 FF F2 42 2E FF F3 42 2E FF F4 70 07 60 36 1D 7C 00 02 FF F2 1D 7C 00 34 FF F3 60 26 0C 03 00 34 66 2C 1D 78 BE 7D FF EE 1D 78 BE 7F FF EF 1D 42 FF F0 1D 7C 00 74 FF F1 42 2E FF F2 1D 7C 00 44 FF F3 70 06 41 EE FF EE 4E B9 00 00 0D 4E 4C DF 03 47 46 DF 4E 5E 4E 75 40 E7 00 7C 07 00 48 E7 60 00 12 00 4E B9 00 00 07 2E 08 38 00 03 BE 92 56 C3 44 03 B6 38 BE 8E 67 04 11 C3 BE 8E 4A 38 BE 8E 67 06 4E B9 00 00 07 4E 16 38 BE 92 74 03 C6 02 B4 03 57 C3 44 03 67 1E 42 38 BE 8B 10 39 00 00 07 DC 4E B9 00 00 07 68 60 0C 10 10 4E B9 00 00 06 A6 52 88 53 01 4A 01 62 F0 10 38 BE 8A 20 7C 00 00 07 DA 4E B9 00 00 07 8A 42 38 BE 8B 4C DF 00 06 46 DF 4E 75 31 F9 00 00 0D E8 F6 00 11 F9 00 00 0D EE F6 06 11 F9 00 00 0D ED F6 07 4E 75 00 81 08 81 00 70 01 01 40 E7 00 7C 07 00 48 E7 00 80 20 78 B0 D8 42 90 42 B8 B0 DC 42 A8 00 0C 4C DF 01 00 46 DF 4E 75 00 00 00 00 7F FF 36 3C 4A FC B6 79 00 07 FF FE 67 04 70 02 60 0E B6 79 00 01 FF FE 67 04 70 01 60 02 42 00 4E 75 48 E7 C0 00 4E B9 00 00 0E 16 4A 00 67 46 4E B9 00 00 19 98 4E B9 00 00 16 D6 42 38 BE 8C 42 38 BE 90 42 38 BE 8F 42 38 BE 8D 42 38 BE 8E 42 38 BE 8B 31 FC 00 08 A6 AC 31 F8 B0 40 A6 AA 4E B9 00 00 0D CE 72 01 70 3D 4E B9 00 00 0F 58 4E B9 00 00 07 E2 4C DF 00 03 4E 75 2F 08 31 F9 00 00 CF 2E E0 B4 42 43 16 39 00 00 80 27 20 43 53 48 31 C8 E0 D2 31 C3 E1 FA 4E B9 00 00 0E B8 20 5F 4E 75 48 E7 E0 C0 32 38 B0 26 42 43 0C 41 04 80 64 04 22 03 60 1A 0C 41 12 00 64 10 02 81 00 00 FF FF D2 81 04 81 00 00 09 00 60 04 32 3C 1B 00 32 78 AB D2 20 09 41 F9 00 00 CF 52 74 22 4E B9 00 00 16 10 36 00 28 09 F8 39 41 40 00 00 CF 30 96 44 64 02 42 43 31 C3 AD 94 36 3C 7F F0 96 78 AD 94 64 02 42 43 31 C3 AD 96 31 F8 AD 94 E0 B2 4C DF 03 07 4E 75 00 02 FC C2 00 02 FC F4 00 02 FC CA 00 02 FC D8 00 02 FC F4 00 02 FC D8 00 02 FC E6 00 02 FC E6 00 02 FC F4 24 5F 2E 48 9D CE 4E D2 4E 56 FF FA 48 E7 22 00 34 00 1C 01 4E B9 00 00 10 BA 0C 42 00 10 67 06 0C 42 00 12 66 0A 4E B9 00 07 70 AE 60 00 01 34 0C 42 00 D8 67 14 0C 42 00 E2 67 0E 0C 42 00 E0 67 08 0C 42 00 DC 66 00 00 82 3D 78 E1 0A FF FA 70 42 18 2E FF FA 16 38 BF 3A 2A 00 46 05 CA 04 C6 00 86 05 11 C3 BF 3A 1D 43 FF FC 31 EE FF FC E0 D0 1D 78 BF 3D FF FC 3D 78 E1 06 FF FA 10 3C 00 FF 18 2E FF FA 16 38 BF 3B 2A 00 46 05 CA 04 C6 00 86 05 11 C3 BF 3B 1D 43 FF FD 31 EE FF FC E0 CE 1D 78 BF 3E FF FF 31 EE FF FE E2 FA 3D 78 92 64
[05:56:07:930]  Processing message
[05:56:07:940]  Sending 'test device present' notification.
[05:56:07:941]  Setting timeout for Minimum, 0 ms.
[05:56:07:941]  TX: STPTO 0
[05:56:07:996]  OK
[05:56:07:997]  TX: STPX H:8CFEF0, R:0, D:3F
[05:56:08:049]  Empty response to STPX with data. OK.
[05:56:08:051]  Setting timeout for ReadMemoryBlock, 250 ms.
[05:56:08:053]  TX: STPTO 250
[05:56:08:091]  OK
[05:56:08:094]  Reading from 4096 / 0x1000, length 1024 / 0x400
[05:56:08:097]  TX: STPX H:6D10F0, R:1, D:35010400001000
